edad,AniosDireccion,Gastocoche,Aniosempleo,Aniosresiden,ingres
-0.9725684968477445,-0.04723450549160351,0.016681133058914586,-0.04938947887533365,-0.24476677398358546,61.0
-1.296525994984525,-1.0603918918217676,0.48599162352698244,-1.0764980566239466,-0.9221753592786976,81.0
0.8901871174387425,-0.14855024412461992,-0.689562808907595,-0.9737871988490853,-0.9221753592786976,30.0
-0.16267475150579364,0.8646071422055442,-0.8900449601755073,-0.25481119442505623,-0.24476677398358546,21.0
0.5662296193019621,0.560659926306495,0.15792992145221657,-0.6656546255245014,-0.9221753592786976,68.0
-1.53949411858711,-0.8577604145557348,-0.6986756339652274,-0.35752205219991756,2.464867567196863,30.0
0.48524024476776706,1.7764487899026917,2.83258963999261,1.3885625299727244,-0.24476677398358546,184.0
0.2422721211651818,0.2567127104074457,0.8687302759475424,1.1831408144230018,1.1100503966066388,100.0
-0.4056428751083789,-0.45249746002366914,-0.47996783258205017,0.053321378899527636,1.1100503966066388,40.0
0.404250870233572,-0.9590761531887512,2.83258963999261,1.1831408144230018,1.7874589819017512,195.0
0.8901871174387425,-0.9590761531887512,-0.6758935713211464,-0.35752205219991756,-0.24476677398358546,31.0
-0.8105897477793543,-0.8577604145557348,-0.28859850637177015,-0.15210033665019496,1.1100503966066388,46.0
-1.0535578713819396,-0.45249746002366914,-0.9128270228195883,-0.35752205219991756,-0.9221753592786976,20.0
-0.16267475150579364,-0.7564446759227184,-0.9082706102907722,-1.0764980566239466,-0.24476677398358546,21.0
0.8091977429045474,-0.5538131986566855,1.8483589696430236,1.3885625299727244,1.7874589819017512,385.08000000000175
1.0521658665071327,1.573817312636659,2.340451522755172,1.0804299566481406,-0.24476677398358546,162.0
-0.9725684968477445,-0.14855024412461992,-0.29315491890058626,-0.5629437677496402,-0.9221753592786976,48.0
1.5381021137123032,-1.161707630454784,1.3015894661850804,0.875008241098418,-0.9221753592786976,119.0
2.267006484520059,3.093553392131905,-1.1360912367315816,-1.0764980566239466,0.43264181131152674,11.0
-0.5676216241767691,-0.5538131986566855,-0.6850063963787787,-0.25481119442505623,-0.9221753592786976,30.0
